selected_rank,candidate_id,slate_date,player,team,opponent,matchup_key,game_time_et,market,side,line,projected_value,line_gap,wf_confidence,meta_prob_correct,estimated_accuracy_prior_pct,tier,model_action,base_score,correlation_penalty,final_score,risk_flags,premium_pockets
,0265eb40692f21f2b560,2026-05-05,Luguentz Dort,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",REB,OVER,2.5,3.13,0.63,0.741488,0.521963,89.06,C,COVERAGE,0.749897,0.107,0.642897,,
,df5ffc8adfbd4dd41f64,2026-05-05,James Harden,CLE,DET,CLE@DET,"May 5, 7:00 PM",REB,OVER,4.5,5.17,0.67,0.656081,0.545216,89.06,C,COVERAGE,0.749779,0.107,0.642779,,
,618113099854442c3999,2026-05-05,Duncan Robinson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PTS,OVER,11.5,10.97,-0.53,0.672677,0.581129,89.06,C,COVERAGE,0.749695,0.095,0.654695,projection_side_split,
,4dc43642a4ea94662c85,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",REB,OVER,3.5,4.31,0.81,0.760823,0.540451,89.06,C,COVERAGE,0.749633,0.107,0.642633,,
,b0c25880022068c6c72b,2026-05-05,Daniss Jenkins,DET,CLE,CLE@DET,"May 5, 7:00 PM",PRA,UNDER,13.5,12.05,-1.45,0.713256,0.595677,89.06,C,COVERAGE,0.749319,0.119,0.630319,low_projected_minutes,
,bf8b5a776a79df1f5aad,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",RA,OVER,8.5,8.98,0.48,0.693057,0.566038,89.06,C,COVERAGE,0.749284,0.113,0.636284,thin_projection_gap,
,0c2e2b49ac82736ecede,2026-05-05,Chet Holmgren,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",REB,UNDER,8.5,9.27,0.77,0.635988,0.545951,89.06,C,COVERAGE,0.749232,0.107,0.642232,projection_side_split,
,17e22d9f3006d75ba261,2026-05-05,Daniss Jenkins,DET,CLE,CLE@DET,"May 5, 7:00 PM",THREES,UNDER,1.5,0.86,-0.64,0.777481,0.737859,89.06,C,COVERAGE,0.749185,0.095,0.654185,low_projected_minutes,
,6295c54e3732e1671814,2026-05-05,Cason Wallace,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,UNDER,12,10.9,-1.1,0.686117,0.56385,89.06,C,COVERAGE,0.748728,0.119,0.629728,low_projected_minutes,
,2cee8b8218a248d263fe,2026-05-05,Alex Caruso,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",REB,OVER,2.5,3.29,0.79,0.764568,0.546505,89.06,C,COVERAGE,0.748121,0.107,0.641121,low_projected_minutes,
,1abbbbe8a71c3aab98bb,2026-05-05,Shai Gilgeous-Alexander,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",RA,UNDER,11.5,12.05,0.55,0.600817,0.590754,89.06,C,COVERAGE,0.748007,0.113,0.635007,projection_side_split,
,08be192446a195fc8803,2026-05-05,Jaylon Tyson,CLE,DET,CLE@DET,"May 5, 7:00 PM",PR,OVER,9.5,10.24,0.74,0.827113,0.69044,89.06,C,COVERAGE,0.747963,0.113,0.634963,low_projected_minutes,
,6f18dd8b63e33eb9693b,2026-05-05,Jake LaRavia,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PR,OVER,6.5,6.61,0.11,0.836928,0.691669,89.06,C,COVERAGE,0.747902,0.113,0.634902,low_projected_minutes; thin_projection_gap,
,da95552785eab96a3686,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",THREES,OVER,2.5,2.59,0.09,0.743206,0.528451,89.06,C,COVERAGE,0.747382,0.095,0.652382,thin_projection_gap,
,887e2274a2a70cb2e1d2,2026-05-05,Ajay Mitchell,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",THREES,UNDER,1.5,1.19,-0.31,0.681144,0.607104,89.06,C,COVERAGE,0.747205,0.095,0.652205,thin_projection_gap,
,51eddb6580c294fcb628,2026-05-05,LeBron James,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",RA,UNDER,15.5,16.86,1.36,0.542461,0.539602,89.06,C,COVERAGE,0.746942,0.113,0.633942,projection_side_split,
,573f6648b19387f634e0,2026-05-05,Ajay Mitchell,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PR,UNDER,19.5,17.42,-2.08,0.596399,0.590799,89.06,D,COVERAGE,0.746868,0.113,0.633868,,
,41d8c2d62b9d1af265bb,2026-05-05,Cade Cunningham,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,UNDER,9.5,8.77,-0.73,0.657991,0.510215,89.06,C,COVERAGE,0.746823,0.095,0.651823,,
,d20069021955cc085d3b,2026-05-05,Jaxson Hayes,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",REB,OVER,3.5,3.55,0.05,0.80015,0.633047,89.06,C,COVERAGE,0.746475,0.107,0.639475,low_projected_minutes; thin_projection_gap,
,7b04c15c7ca980c9f1ad,2026-05-05,Luke Kennard,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",REB,UNDER,2.5,3.25,0.75,0.661084,0.48303,89.06,C,COVERAGE,0.746357,0.107,0.639357,projection_side_split,
,0bb3b9a830ffd519d37d,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,UNDER,7.5,7.82,0.32,0.794888,0.752736,89.06,C,COVERAGE,0.745768,0.119,0.626768,low_projected_minutes; projection_side_split; thin_projection_gap,
,a5f7010d6c1d0170f9e8,2026-05-05,Shai Gilgeous-Alexander,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PR,UNDER,35.5,35.67,0.17,0.651905,0.578488,89.06,C,COVERAGE,0.745353,0.113,0.632353,projection_side_split; thin_projection_gap,
,b228e4846f36853ad6fd,2026-05-05,Shai Gilgeous-Alexander,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PA,UNDER,38.5,38.38,-0.12,0.663236,0.568001,89.06,C,COVERAGE,0.744591,0.119,0.625591,thin_projection_gap,
,0c071d3d2102741f6e71,2026-05-05,Jaylin Williams,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PA,UNDER,5.5,4.7,-0.8,0.758715,0.706479,89.06,C,COVERAGE,0.744297,0.119,0.625297,low_projected_minutes,
,c52080d8a81a56445ee8,2026-05-05,Cason Wallace,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",AST,UNDER,1.5,2.44,0.94,0.762683,0.604206,89.06,C,COVERAGE,0.743893,0.095,0.648893,low_projected_minutes; projection_side_split,
,9bd8ae9b79e43d2b6712,2026-05-05,Deandre Ayton,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",AST,UNDER,0.5,1.12,0.62,0.70749,0.625503,89.06,C,COVERAGE,0.743773,0.095,0.648773,projection_side_split,
,3a6e51de3d9829fe4e37,2026-05-05,Shai Gilgeous-Alexander,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",AST,UNDER,7.5,7.38,-0.12,0.678477,0.542239,89.06,C,COVERAGE,0.743727,0.095,0.648727,thin_projection_gap,
,318c2f5ed2814754873b,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PR,OVER,24.5,25.1,0.6,0.6927,0.465622,89.06,C,COVERAGE,0.743094,0.113,0.630094,,
,220551f1ad11bd44e713,2026-05-05,Ausar Thompson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PR,UNDER,16.5,15.76,-0.74,0.669872,0.530987,89.06,C,COVERAGE,0.742136,0.113,0.629136,,
,bd164c160e84569a2987,2026-05-05,Tobias Harris,DET,CLE,CLE@DET,"May 5, 7:00 PM",PR,UNDER,23.5,22.99,-0.51,0.646973,0.561032,89.06,C,COVERAGE,0.741088,0.113,0.628088,,
,db2ca6b572490b360124,2026-05-05,Javonte Green,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,OVER,2.5,2.2,-0.3,0.804421,0.647328,89.06,C,COVERAGE,0.74091,0.107,0.63391,low_projected_minutes; projection_side_split; thin_projection_gap,
,352c2a0d08ec2288dd72,2026-05-05,Shai Gilgeous-Alexander,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",REB,OVER,4.5,4.67,0.17,0.653396,0.542448,89.06,C,COVERAGE,0.740575,0.107,0.633575,thin_projection_gap,
,1f8379c8651922d0f4ee,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PRA,OVER,29.5,30.46,0.96,0.614814,0.440971,89.06,C,COVERAGE,0.740224,0.119,0.621224,,
,31a0ce120a86ac617d66,2026-05-05,Jaxson Hayes,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PR,UNDER,7.5,8.05,0.55,0.735917,0.678193,89.06,C,COVERAGE,0.739567,0.113,0.626567,low_projected_minutes; projection_side_split,
,57e347fccc9785f620f9,2026-05-05,Alex Caruso,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PTS,OVER,6.5,6.12,-0.38,0.739675,0.591314,89.06,C,COVERAGE,0.73898,0.095,0.64398,low_projected_minutes; projection_side_split; thin_projection_gap,
,408e14a9cfed0a2462f3,2026-05-05,Javonte Green,DET,CLE,CLE@DET,"May 5, 7:00 PM",PR,OVER,6.5,6.39,-0.11,0.82674,0.706928,89.06,C,COVERAGE,0.738204,0.113,0.625204,low_projected_minutes; projection_side_split; thin_projection_gap,
,227bf45c11e3fd0397bc,2026-05-05,James Harden,CLE,DET,CLE@DET,"May 5, 7:00 PM",PTS,UNDER,19.5,20.48,0.98,0.549243,0.574896,89.06,C,COVERAGE,0.737971,0.095,0.642971,projection_side_split,
,778b6da232a25d7a159c,2026-05-05,Alex Caruso,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PR,OVER,9.5,9.41,-0.09,0.77693,0.623866,89.06,C,COVERAGE,0.73751,0.113,0.62451,low_projected_minutes; projection_side_split; thin_projection_gap,
,a513ede4108671ca6107,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",REB,OVER,3.5,3.92,0.42,0.752581,0.557362,89.06,C,COVERAGE,0.737017,0.107,0.630017,thin_projection_gap,
,eb523d42d95f8fccb2b7,2026-05-05,James Harden,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,OVER,26.5,28.29,1.79,0.508399,0.46611,89.06,C,COVERAGE,0.736989,0.119,0.617989,,
,dc8bd3e7e3053fcee96e,2026-05-05,Isaiah Stewart,DET,CLE,CLE@DET,"May 5, 7:00 PM",PRA,OVER,7.5,8.95,1.45,0.726289,0.570672,89.06,C,COVERAGE,0.736781,0.119,0.617781,low_projected_minutes,
,8efa42e6d859bdeb799e,2026-05-05,Jake LaRavia,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PRA,UNDER,7.5,7.82,0.32,0.797418,0.763108,89.06,C,COVERAGE,0.736392,0.119,0.617392,low_projected_minutes; minimum_book_depth; projection_side_split; thin_projection_gap,
,cd3f53dad9653f70234f,2026-05-05,Ausar Thompson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PTS,UNDER,9.5,9,-0.5,0.634177,0.507193,89.06,C,COVERAGE,0.73598,0.095,0.64098,,
,0400cb1c6f4c0cb3c848,2026-05-05,Tobias Harris,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,OVER,6.5,6.54,0.04,0.660021,0.558623,89.06,C,COVERAGE,0.735566,0.107,0.628566,thin_projection_gap,
,c66fb3699df09f225005,2026-05-05,Cade Cunningham,DET,CLE,CLE@DET,"May 5, 7:00 PM",THREES,UNDER,2.5,2.28,-0.22,0.642959,0.580718,89.06,C,COVERAGE,0.735388,0.095,0.640388,thin_projection_gap,
,ae64e641aed0aa58114b,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",PR,OVER,29.5,29.43,-0.07,0.646228,0.598533,89.06,C,COVERAGE,0.73447,0.113,0.62147,projection_side_split; thin_projection_gap,
,90f05215fe7128d3abdf,2026-05-05,Jaylin Williams,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PR,UNDER,6.5,6.79,0.29,0.742804,0.677245,89.06,C,COVERAGE,0.73374,0.113,0.62074,low_projected_minutes; projection_side_split; thin_projection_gap,
,69d9a22372f8626c68d4,2026-05-05,Shai Gilgeous-Alexander,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,OVER,42.5,43.05,0.55,0.584313,0.509911,89.06,C,COVERAGE,0.733719,0.119,0.614719,,
,09a22db93cb9f81d8377,2026-05-05,Jaxson Hayes,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PA,UNDER,5.5,5.22,-0.28,0.797996,0.750072,89.06,C,COVERAGE,0.733604,0.119,0.614604,low_projected_minutes; minimum_book_depth; thin_projection_gap,
,1a0c91303172d5ebf1bc,2026-05-05,Tobias Harris,DET,CLE,CLE@DET,"May 5, 7:00 PM",PRA,OVER,25.5,24.78,-0.72,0.609713,0.551038,89.06,C,COVERAGE,0.733582,0.119,0.614582,projection_side_split,
,e3b295ba293106e1c0b2,2026-05-05,Evan Mobley,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,OVER,2.5,3.51,1.01,0.570161,0.507649,89.06,C,COVERAGE,0.733121,0.095,0.638121,,
,215c57db5baab753f463,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",REB,OVER,4.5,4.65,0.15,0.67818,0.496878,89.06,C,COVERAGE,0.732857,0.107,0.625857,thin_projection_gap,
,d11738c13cda3d535e84,2026-05-05,Duncan Robinson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PR,OVER,13.5,13.54,0.04,0.71413,0.571652,89.06,C,COVERAGE,0.732763,0.113,0.619763,thin_projection_gap,
,4e15db037deb5b6f889f,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",AST,OVER,4.5,5.36,0.86,0.576328,0.454078,89.06,C,COVERAGE,0.732465,0.095,0.637465,,
,9540af3513d90cf58f34,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,UNDER,10.5,11.34,0.84,0.700859,0.595721,89.06,C,COVERAGE,0.732377,0.119,0.613377,projection_side_split,
,db877921da4c09f1e013,2026-05-05,Evan Mobley,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,OVER,18.5,20.02,1.52,0.543299,0.47155,89.06,C,COVERAGE,0.731832,0.119,0.612832,,
,3c260450d756e93fa22f,2026-05-05,Isaiah Joe,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",REB,OVER,1.5,2.03,0.53,0.830795,0.645767,89.06,C,COVERAGE,0.731572,0.107,0.624572,low_projected_minutes; minimum_book_depth,
,03ad87efa2e4cfe07412,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",PR,OVER,12.5,13.04,0.54,0.747002,0.549318,89.06,C,COVERAGE,0.731186,0.113,0.618186,,
,60516061b8353986b7f9,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",PTS,OVER,8.5,8.73,0.23,0.724702,0.5602,89.06,C,COVERAGE,0.730429,0.095,0.635429,thin_projection_gap,
,873069ad58bb7b92c9c9,2026-05-05,Daniss Jenkins,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,OVER,2.5,3.13,0.63,0.768658,0.541565,89.06,C,COVERAGE,0.729849,0.095,0.634849,low_projected_minutes,
,8da34c64a922594e10be,2026-05-05,Isaiah Hartenstein,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PA,UNDER,11.5,11.15,-0.35,0.692107,0.574117,89.06,C,COVERAGE,0.729577,0.119,0.610577,thin_projection_gap,
,80411d82ea3739f60c3a,2026-05-05,Alex Caruso,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PA,UNDER,8.5,8.17,-0.33,0.738873,0.67203,89.06,C,COVERAGE,0.728803,0.119,0.609803,low_projected_minutes; thin_projection_gap,
,7d849f5430d250652c18,2026-05-05,Deandre Ayton,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PA,UNDER,10.5,14.45,3.95,0.558169,0.563829,89.06,D,COVERAGE,0.728728,0.119,0.609728,baseline_source; projection_side_split,
,d8d229d9744d03946b8e,2026-05-05,Chet Holmgren,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PR,UNDER,25.5,25.24,-0.26,0.600454,0.532497,89.06,C,COVERAGE,0.727353,0.113,0.614353,thin_projection_gap,
,7f918f58a2a24e1b2b9a,2026-05-05,Jaxson Hayes,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PTS,OVER,4.5,4.5,0,0.763041,0.585584,89.06,C,COVERAGE,0.726817,0.095,0.631817,low_projected_minutes; thin_projection_gap,
,f749cbae3467eca58d83,2026-05-05,Luguentz Dort,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,UNDER,11.5,11.4,-0.1,0.690879,0.557155,89.06,C,COVERAGE,0.726581,0.119,0.607581,thin_projection_gap,
,b6ac5a90693ba1d4e8f3,2026-05-05,Ajay Mitchell,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,OVER,23.5,21.76,-1.74,0.550792,0.567182,89.06,D,COVERAGE,0.726286,0.119,0.607286,projection_side_split,
,d6468caf5e77838551fc,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",PTS,OVER,24.5,24.93,0.43,0.566171,0.537207,89.06,C,COVERAGE,0.726074,0.095,0.631074,thin_projection_gap,
,1de521cc33a31fad753b,2026-05-05,Jaylon Tyson,CLE,DET,CLE@DET,"May 5, 7:00 PM",PTS,OVER,6.5,6.81,0.31,0.772136,0.543121,89.06,C,COVERAGE,0.725976,0.095,0.630976,low_projected_minutes; thin_projection_gap,
,f763fa42964d820e773a,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,UNDER,4.5,4.48,-0.02,0.659642,0.528755,89.06,C,COVERAGE,0.725783,0.095,0.630783,thin_projection_gap,
,5e2366634a7d36046018,2026-05-05,Luguentz Dort,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PR,UNDER,10.5,10.13,-0.37,0.691159,0.535072,89.06,C,COVERAGE,0.72574,0.113,0.61274,thin_projection_gap,
,6c62f2b6e4f2dbe2e256,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",PRA,OVER,14.5,15.65,1.15,0.621456,0.514736,89.06,C,COVERAGE,0.725013,0.119,0.606013,,
,fee8d65f8aefa6cdeff6,2026-05-05,Ajay Mitchell,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PA,OVER,19.5,17.86,-1.64,0.553573,0.572663,89.06,D,COVERAGE,0.724887,0.119,0.605887,projection_side_split,
,b0bff8212f7ba5aabe1b,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PTS,UNDER,20.5,20.45,-0.05,0.636801,0.47009,89.06,C,COVERAGE,0.723991,0.095,0.628991,thin_projection_gap,
,85574e21ad97fea7ae4c,2026-05-05,Jarrett Allen,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,UNDER,1,1.59,0.59,0.679587,0.571699,89.06,C,COVERAGE,0.723952,0.095,0.628952,projection_side_split,
,7a06d258f4bc10ca34b2,2026-05-05,Javonte Green,DET,CLE,CLE@DET,"May 5, 7:00 PM",PRA,UNDER,6.5,6.93,0.43,0.748614,0.6413,89.06,C,COVERAGE,0.723487,0.119,0.604487,low_projected_minutes; projection_side_split; thin_projection_gap,
,bc2eef4bbc6c05bc234f,2026-05-05,Austin Reaves,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PA,OVER,25.5,25.81,0.31,0.590181,0.474254,89.06,C,COVERAGE,0.723116,0.119,0.604116,thin_projection_gap,
,fbfee49d3b02979be479,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",PR,OVER,7.5,7.97,0.47,0.758177,0.60954,89.06,C,COVERAGE,0.723112,0.113,0.610112,low_projected_minutes; thin_projection_gap,
,01264a48e3e43781d2e3,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",PTS,OVER,5.5,6.24,0.74,0.696306,0.490503,89.06,C,COVERAGE,0.72251,0.095,0.62751,low_projected_minutes,
,7b721fc4df588c64015f,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,OVER,1.5,2.61,1.11,0.657787,0.49202,89.06,C,COVERAGE,0.722306,0.095,0.627306,,
,4019468c8bfde28bf42c,2026-05-05,Isaiah Joe,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,OVER,9.5,10.28,0.78,0.743891,0.572118,89.06,C,COVERAGE,0.722285,0.119,0.603285,low_projected_minutes,
,b8b9069a7453a2372ba3,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",PRA,OVER,33.5,33.91,0.41,0.561964,0.508665,89.06,C,COVERAGE,0.720788,0.119,0.601788,thin_projection_gap,
,84169cee1a7897af5ba7,2026-05-05,Jaylon Tyson,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,OVER,7.5,8.86,1.36,0.697381,0.539508,89.06,C,COVERAGE,0.720014,0.119,0.601014,low_projected_minutes,
,69d70235cf9ded267586,2026-05-05,LeBron James,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",REB,UNDER,7.5,7.71,0.21,0.54404,0.52372,89.06,C,COVERAGE,0.719336,0.107,0.612336,projection_side_split; thin_projection_gap,
,34cee89984f2cba6d17d,2026-05-05,Tobias Harris,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,UNDER,1.5,1.79,0.29,0.662827,0.567732,89.06,C,COVERAGE,0.719013,0.095,0.624013,projection_side_split; thin_projection_gap,
,28ef3b182da559217bf9,2026-05-05,Ausar Thompson,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,UNDER,6.5,6.76,0.26,0.59577,0.509038,89.06,C,COVERAGE,0.717925,0.107,0.610925,projection_side_split; thin_projection_gap,
,13780c6cdc55618b02f3,2026-05-05,Jaylin Williams,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,UNDER,8.5,8.6,0.1,0.723637,0.580878,89.06,C,COVERAGE,0.716732,0.119,0.597732,low_projected_minutes; projection_side_split; thin_projection_gap,
,236bbf76a34769535005,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",PR,UNDER,8.5,8.56,0.06,0.692808,0.57986,89.06,C,COVERAGE,0.714807,0.113,0.601807,projection_side_split; thin_projection_gap,
,406fc6af913e7c135639,2026-05-05,Rui Hachimura,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",AST,OVER,0.5,1.19,0.69,0.568463,0.509825,89.06,C,COVERAGE,0.714587,0.095,0.619587,,
,aa0663cab08b4df5578f,2026-05-05,Jaylon Tyson,CLE,DET,CLE@DET,"May 5, 7:00 PM",REB,UNDER,2.5,3.43,0.93,0.634241,0.479805,89.06,C,COVERAGE,0.713824,0.107,0.606824,low_projected_minutes; projection_side_split,
,2e0f1954b308ed9d721e,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",REB,UNDER,4.5,4.5,0,0.584308,0.533355,89.06,C,COVERAGE,0.712333,0.107,0.605333,thin_projection_gap,
,bc1b25f272ffd7454155,2026-05-05,Isaiah Stewart,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,UNDER,2.5,3.6,1.1,0.633317,0.474971,89.06,C,COVERAGE,0.712314,0.107,0.605314,low_projected_minutes; projection_side_split,
,c963641eb4c469cdcd8b,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",PTS,OVER,4.5,4.64,0.14,0.685159,0.485129,89.06,C,COVERAGE,0.712301,0.095,0.617301,thin_projection_gap,
,aeac38af775090e56843,2026-05-05,Donovan Mitchell,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,OVER,29,29.41,0.41,0.546357,0.502574,89.06,C,COVERAGE,0.712126,0.119,0.593126,thin_projection_gap,
,0f61ca406f149ee206f3,2026-05-05,Jalen Duren,DET,CLE,CLE@DET,"May 5, 7:00 PM",RA,UNDER,12.5,12.55,0.05,0.581533,0.586863,89.06,C,COVERAGE,0.711825,0.113,0.598825,projection_side_split; thin_projection_gap,
,48f734160213fe23c07f,2026-05-05,Jarrett Allen,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,OVER,13.5,14.9,1.4,0.544156,0.458766,89.06,C,COVERAGE,0.710363,0.119,0.591363,,
,70a20e490b4f5dcebaf0,2026-05-05,Duncan Robinson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PRA,OVER,16,16,0,0.639551,0.54974,89.06,C,COVERAGE,0.710204,0.119,0.591204,thin_projection_gap,
,32ec32126f3a96c0e018,2026-05-05,Luguentz Dort,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",RA,UNDER,4.5,4.4,-0.1,0.694981,0.499702,89.06,C,COVERAGE,0.709276,0.113,0.596276,thin_projection_gap,
,37f5008256632b270d03,2026-05-05,Luke Kennard,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PTS,OVER,7.5,8.77,1.27,0.538942,0.517934,89.06,D,COVERAGE,0.708125,0.095,0.613125,,
,596da1bc03e833044d25,2026-05-05,Duncan Robinson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PA,OVER,13.5,13.43,-0.07,0.617859,0.547782,89.06,C,COVERAGE,0.707892,0.119,0.588892,projection_side_split; thin_projection_gap,
,8ece2c71aef96dc0a425,2026-05-05,Dennis Schröder,CLE,DET,CLE@DET,"May 5, 7:00 PM",PRA,OVER,9.5,11.73,2.23,0.65828,0.584579,89.06,D,COVERAGE,0.707286,0.119,0.588286,low_projected_minutes,
,cc4559abd1d121105d57,2026-05-05,Jalen Duren,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,OVER,1.5,2.26,0.76,0.576328,0.531793,89.06,C,COVERAGE,0.707111,0.095,0.612111,,
,0ca1e5d4f405aaf5e1f0,2026-05-05,Chet Holmgren,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",AST,OVER,1.5,1.88,0.38,0.564138,0.511492,89.06,C,COVERAGE,0.706075,0.095,0.611075,thin_projection_gap,
,e28ad1cb7ca838ed014c,2026-05-05,Daniss Jenkins,DET,CLE,CLE@DET,"May 5, 7:00 PM",PTS,UNDER,8.5,7.21,-1.29,0.556096,0.481483,89.06,C,COVERAGE,0.705776,0.095,0.610776,low_projected_minutes,
,cac515ed01ceef60c3b5,2026-05-05,Duncan Robinson,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,UNDER,2.5,2.46,-0.04,0.639414,0.5462,89.06,C,COVERAGE,0.705751,0.095,0.610751,thin_projection_gap,
,9cbcaa9ed00e73e3156f,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",PRA,OVER,9.5,9.69,0.19,0.660582,0.516038,89.06,C,COVERAGE,0.703538,0.119,0.584538,thin_projection_gap,
,5b2181af4c5a39d0fd1d,2026-05-05,Jaylon Tyson,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,UNDER,1.5,2.05,0.55,0.714864,0.552812,89.06,C,COVERAGE,0.703424,0.095,0.608424,low_projected_minutes; projection_side_split,
,68b54464621e902a667d,2026-05-05,Isaiah Hartenstein,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PTS,UNDER,8.5,7.91,-0.59,0.529114,0.476309,89.06,C,COVERAGE,0.702945,0.095,0.607945,,
,4d3bf2cf570d1c21ebb9,2026-05-05,Jaxson Hayes,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",AST,OVER,0.5,0.72,0.22,0.744587,0.570946,89.06,C,COVERAGE,0.702313,0.095,0.607313,low_projected_minutes; thin_projection_gap,
