date,rule,selectedLegsOnDay,comboIndex,legA_rank,legA_player,legA_team,legA_market,legA_side,legA_line,legA_correct,legB_rank,legB_player,legB_team,legB_market,legB_side,legB_line,legB_correct,legC_rank,legC_player,legC_team,legC_market,legC_side,legC_line,legC_correct,combo_hit
2026-01-31,daily_top6_under_else_top3_triplets_v1,4,3,3,Jeremiah Fears,NOP,PRA,UNDER,22.5,True,5,P.J. Washington,DAL,REB,UNDER,5.5,True,6,Kon Knueppel,CHA,REB,UNDER,4.5,False,False
2026-01-31,daily_top6_under_else_top3_triplets_v1,4,4,4,Cam Spencer,MEM,AST,UNDER,5.5,True,5,P.J. Washington,DAL,REB,UNDER,5.5,True,6,Kon Knueppel,CHA,REB,UNDER,4.5,False,False
2026-02-01,daily_top6_under_else_top3_triplets_v1,4,1,2,Jamal Murray,DEN,PTS,UNDER,22.5,True,3,Jake LaRavia,LAL,PRA,UNDER,9.5,True,4,Collin Murray-Boyles,TOR,AST,UNDER,2.5,True,True
2026-02-01,daily_top6_under_else_top3_triplets_v1,4,2,2,Jamal Murray,DEN,PTS,UNDER,22.5,True,3,Jake LaRavia,LAL,PRA,UNDER,9.5,True,6,Bub Carrington,WAS,REB,UNDER,3.5,True,True
2026-02-01,daily_top6_under_else_top3_triplets_v1,4,3,2,Jamal Murray,DEN,PTS,UNDER,22.5,True,4,Collin Murray-Boyles,TOR,AST,UNDER,2.5,True,6,Bub Carrington,WAS,REB,UNDER,3.5,True,True
2026-02-01,daily_top6_under_else_top3_triplets_v1,4,4,3,Jake LaRavia,LAL,PRA,UNDER,9.5,True,4,Collin Murray-Boyles,TOR,AST,UNDER,2.5,True,6,Bub Carrington,WAS,REB,UNDER,3.5,True,True
2026-02-02,daily_top6_under_else_top3_triplets_v1,3,1,1,Saddiq Bey,NOP,PTS,UNDER,17.5,True,2,Alperen Sengun,HOU,PTS,OVER,23.5,True,3,Kawhi Leonard,LAC,PRA,OVER,36.5,True,True
2026-02-03,daily_top6_under_else_top3_triplets_v1,3,1,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,3,Paolo Banchero,ORL,PRA,UNDER,33.5,True,5,Myles Turner,MIL,REB,UNDER,8.5,True,True
2026-02-04,daily_top6_under_else_top3_triplets_v1,3,1,1,Derrick White,BOS,PTS,OVER,18.5,True,2,Russell Westbrook,SAC,PRA,UNDER,21.5,True,3,Kawhi Leonard,LAC,PTS,OVER,28.5,False,False
2026-02-05,daily_top6_under_else_top3_triplets_v1,3,1,1,Grayson Allen,PHX,PTS,OVER,19.5,True,2,Isaiah Collier,UTA,PRA,OVER,32.5,True,3,Matas Buzelis,CHI,PTS,OVER,18.5,False,False
2026-02-06,daily_top6_under_else_top3_triplets_v1,3,1,2,Bobby Portis,MIL,RA,UNDER,7.5,True,4,Isaiah Stewart,DET,REB,UNDER,6.5,True,6,Jalen Brunson,NYK,AST,UNDER,5.5,True,True
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,1,1,Devin Booker,PHX,PTS,UNDER,21.5,True,2,Jamal Murray,DEN,PTS,UNDER,24.5,False,3,Isaiah Collier,UTA,REB,UNDER,2.5,True,False
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,2,1,Devin Booker,PHX,PTS,UNDER,21.5,True,2,Jamal Murray,DEN,PTS,UNDER,24.5,False,4,Bub Carrington,WAS,PRA,UNDER,22.5,True,False
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,3,1,Devin Booker,PHX,PTS,UNDER,21.5,True,2,Jamal Murray,DEN,PTS,UNDER,24.5,False,5,Onyeka Okongwu,ATL,REB,UNDER,6.5,True,False
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,4,1,Devin Booker,PHX,PTS,UNDER,21.5,True,3,Isaiah Collier,UTA,REB,UNDER,2.5,True,4,Bub Carrington,WAS,PRA,UNDER,22.5,True,True
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,5,1,Devin Booker,PHX,PTS,UNDER,21.5,True,3,Isaiah Collier,UTA,REB,UNDER,2.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,6.5,True,True
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,6,1,Devin Booker,PHX,PTS,UNDER,21.5,True,4,Bub Carrington,WAS,PRA,UNDER,22.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,6.5,True,True
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,7,2,Jamal Murray,DEN,PTS,UNDER,24.5,False,3,Isaiah Collier,UTA,REB,UNDER,2.5,True,4,Bub Carrington,WAS,PRA,UNDER,22.5,True,False
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,8,2,Jamal Murray,DEN,PTS,UNDER,24.5,False,3,Isaiah Collier,UTA,REB,UNDER,2.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,6.5,True,False
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,9,2,Jamal Murray,DEN,PTS,UNDER,24.5,False,4,Bub Carrington,WAS,PRA,UNDER,22.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,6.5,True,False
2026-02-07,daily_top6_under_else_top3_triplets_v1,5,10,3,Isaiah Collier,UTA,REB,UNDER,2.5,True,4,Bub Carrington,WAS,PRA,UNDER,22.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,6.5,True,True
2026-02-08,daily_top6_under_else_top3_triplets_v1,4,1,1,Bam Adebayo,MIA,PRA,UNDER,37.25,True,3,Neemias Queta,BOS,REB,UNDER,7.0,True,4,Kyshawn George,WAS,PTS,UNDER,14.5,True,True
2026-02-08,daily_top6_under_else_top3_triplets_v1,4,2,1,Bam Adebayo,MIA,PRA,UNDER,37.25,True,3,Neemias Queta,BOS,REB,UNDER,7.0,True,5,Ayo Dosunmu,MIN,AST,UNDER,2.5,True,True
2026-02-08,daily_top6_under_else_top3_triplets_v1,4,3,1,Bam Adebayo,MIA,PRA,UNDER,37.25,True,4,Kyshawn George,WAS,PTS,UNDER,14.5,True,5,Ayo Dosunmu,MIN,AST,UNDER,2.5,True,True
2026-02-08,daily_top6_under_else_top3_triplets_v1,4,4,3,Neemias Queta,BOS,REB,UNDER,7.0,True,4,Kyshawn George,WAS,PTS,UNDER,14.5,True,5,Ayo Dosunmu,MIN,AST,UNDER,2.5,True,True
2026-02-09,daily_top6_under_else_top3_triplets_v1,3,1,1,Jamal Murray,DEN,PTS,UNDER,24.5,True,2,Ryan Rollins,MIL,PRA,UNDER,34.5,True,3,Tyrese Maxey,PHI,PTS,UNDER,31.5,True,True
2026-02-10,daily_top6_under_else_top3_triplets_v1,3,1,2,Jake LaRavia,LAL,PRA,UNDER,21.5,True,3,Kawhi Leonard,LAC,PTS,UNDER,28.5,True,5,Alperen Sengun,HOU,AST,UNDER,6.5,True,True
2026-02-11,daily_top6_under_else_top3_triplets_v1,4,1,1,Deni Avdija,POR,PRA,UNDER,36.5,True,2,CJ McCollum,ATL,PTS,UNDER,16.5,False,4,Jay Huff,IND,REB,UNDER,5.5,True,False
2026-02-11,daily_top6_under_else_top3_triplets_v1,4,2,1,Deni Avdija,POR,PRA,UNDER,36.5,True,2,CJ McCollum,ATL,PTS,UNDER,16.5,False,5,Jalen Brunson,NYK,AST,UNDER,5.5,True,False
2026-02-11,daily_top6_under_else_top3_triplets_v1,4,3,1,Deni Avdija,POR,PRA,UNDER,36.5,True,4,Jay Huff,IND,REB,UNDER,5.5,True,5,Jalen Brunson,NYK,AST,UNDER,5.5,True,True
2026-02-11,daily_top6_under_else_top3_triplets_v1,4,4,2,CJ McCollum,ATL,PTS,UNDER,16.5,False,4,Jay Huff,IND,REB,UNDER,5.5,True,5,Jalen Brunson,NYK,AST,UNDER,5.5,True,False
2026-02-12,daily_top6_under_else_top3_triplets_v1,3,1,1,Chet Holmgren,OKC,PTS,UNDER,18.5,True,2,Cody Williams,UTA,PRA,UNDER,16.5,True,3,Brandon Williams,DAL,PTS,OVER,16.5,True,True
2026-02-19,daily_top6_under_else_top3_triplets_v1,4,1,1,Evan Mobley,CLE,PTS,UNDER,14.5,True,3,OG Anunoby,NYK,PRA,UNDER,21.5,True,4,Nikola Vučević,BOS,REB,UNDER,7.5,True,True
2026-02-19,daily_top6_under_else_top3_triplets_v1,4,2,1,Evan Mobley,CLE,PTS,UNDER,14.5,True,3,OG Anunoby,NYK,PRA,UNDER,21.5,True,6,Stephon Castle,SAS,AST,UNDER,6.5,True,True
2026-02-19,daily_top6_under_else_top3_triplets_v1,4,3,1,Evan Mobley,CLE,PTS,UNDER,14.5,True,4,Nikola Vučević,BOS,REB,UNDER,7.5,True,6,Stephon Castle,SAS,AST,UNDER,6.5,True,True
2026-02-19,daily_top6_under_else_top3_triplets_v1,4,4,3,OG Anunoby,NYK,PRA,UNDER,21.5,True,4,Nikola Vučević,BOS,REB,UNDER,7.5,True,6,Stephon Castle,SAS,AST,UNDER,6.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,1,1,Deni Avdija,POR,PTS,UNDER,24.5,True,2,Jarace Walker,IND,PRA,UNDER,31.5,True,4,Kyle Filipowski,UTA,REB,UNDER,9.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,2,1,Deni Avdija,POR,PTS,UNDER,24.5,True,2,Jarace Walker,IND,PRA,UNDER,31.5,True,5,Nolan Traore,BKN,AST,UNDER,4.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,3,1,Deni Avdija,POR,PTS,UNDER,24.5,True,2,Jarace Walker,IND,PRA,UNDER,31.5,True,6,Pelle Larsson,MIA,AST,UNDER,2.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,4,1,Deni Avdija,POR,PTS,UNDER,24.5,True,4,Kyle Filipowski,UTA,REB,UNDER,9.5,True,5,Nolan Traore,BKN,AST,UNDER,4.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,5,1,Deni Avdija,POR,PTS,UNDER,24.5,True,4,Kyle Filipowski,UTA,REB,UNDER,9.5,True,6,Pelle Larsson,MIA,AST,UNDER,2.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,6,1,Deni Avdija,POR,PTS,UNDER,24.5,True,5,Nolan Traore,BKN,AST,UNDER,4.5,True,6,Pelle Larsson,MIA,AST,UNDER,2.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,7,2,Jarace Walker,IND,PRA,UNDER,31.5,True,4,Kyle Filipowski,UTA,REB,UNDER,9.5,True,5,Nolan Traore,BKN,AST,UNDER,4.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,8,2,Jarace Walker,IND,PRA,UNDER,31.5,True,4,Kyle Filipowski,UTA,REB,UNDER,9.5,True,6,Pelle Larsson,MIA,AST,UNDER,2.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,9,2,Jarace Walker,IND,PRA,UNDER,31.5,True,5,Nolan Traore,BKN,AST,UNDER,4.5,True,6,Pelle Larsson,MIA,AST,UNDER,2.5,True,True
2026-02-20,daily_top6_under_else_top3_triplets_v1,5,10,4,Kyle Filipowski,UTA,REB,UNDER,9.5,True,5,Nolan Traore,BKN,AST,UNDER,4.5,True,6,Pelle Larsson,MIA,AST,UNDER,2.5,True,True
2026-02-21,daily_top6_under_else_top3_triplets_v1,3,1,1,Tyrese Maxey,PHI,PTS,UNDER,30.5,True,2,Paolo Banchero,ORL,PRA,OVER,37.5,True,3,Isaac Okoro,CHI,PTS,OVER,8.5,True,True
2026-02-22,daily_top6_under_else_top3_triplets_v1,3,1,1,Tyrese Maxey,PHI,PTS,OVER,30.5,True,2,Evan Mobley,CLE,PRA,UNDER,22.5,True,3,Jaylen Brown,BOS,PTS,OVER,29.5,True,True
2026-02-23,daily_top6_under_else_top3_triplets_v1,3,1,1,Amen Thompson,HOU,PRA,UNDER,31.5,True,3,Malik Monk,SAC,PTS,UNDER,13.25,True,5,Isaiah Collier,UTA,REB,UNDER,2.5,True,True
2026-02-24,daily_top6_under_else_top3_triplets_v1,4,1,1,Derrick White,BOS,PTS,UNDER,20.5,False,2,Luka Dončić,LAL,PRA,UNDER,50.5,True,4,Isaiah Hartenstein,OKC,REB,UNDER,9.5,True,False
2026-02-24,daily_top6_under_else_top3_triplets_v1,4,2,1,Derrick White,BOS,PTS,UNDER,20.5,False,2,Luka Dončić,LAL,PRA,UNDER,50.5,True,6,Donovan Mitchell,CLE,THREES,UNDER,3.5,True,False
2026-02-24,daily_top6_under_else_top3_triplets_v1,4,3,1,Derrick White,BOS,PTS,UNDER,20.5,False,4,Isaiah Hartenstein,OKC,REB,UNDER,9.5,True,6,Donovan Mitchell,CLE,THREES,UNDER,3.5,True,False
2026-02-24,daily_top6_under_else_top3_triplets_v1,4,4,2,Luka Dončić,LAL,PRA,UNDER,50.5,True,4,Isaiah Hartenstein,OKC,REB,UNDER,9.5,True,6,Donovan Mitchell,CLE,THREES,UNDER,3.5,True,True
2026-02-25,daily_top6_under_else_top3_triplets_v1,3,1,2,Tari Eason,HOU,PRA,UNDER,24.5,True,3,Jaylen Brown,BOS,PTS,UNDER,28.5,True,5,Jaylin Williams,OKC,AST,UNDER,4.5,True,True
2026-02-26,daily_top6_under_else_top3_triplets_v1,4,1,2,Paolo Banchero,ORL,PTS,UNDER,20.5,True,3,Toumani Camara,POR,PRA,UNDER,23.5,True,4,Nolan Traore,BKN,AST,UNDER,4.5,True,True
2026-02-26,daily_top6_under_else_top3_triplets_v1,4,2,2,Paolo Banchero,ORL,PTS,UNDER,20.5,True,3,Toumani Camara,POR,PRA,UNDER,23.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,8.5,False,False
2026-02-26,daily_top6_under_else_top3_triplets_v1,4,3,2,Paolo Banchero,ORL,PTS,UNDER,20.5,True,4,Nolan Traore,BKN,AST,UNDER,4.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,8.5,False,False
2026-02-26,daily_top6_under_else_top3_triplets_v1,4,4,3,Toumani Camara,POR,PRA,UNDER,23.5,True,4,Nolan Traore,BKN,AST,UNDER,4.5,True,5,Onyeka Okongwu,ATL,REB,UNDER,8.5,False,False
2026-02-27,daily_top6_under_else_top3_triplets_v1,3,1,1,Cason Wallace,OKC,PTS,UNDER,10.25,True,3,Daniel Gafford,DAL,REB,UNDER,8.5,True,6,Bruce Brown,DEN,AST,UNDER,1.5,True,True
2026-02-28,daily_top6_under_else_top3_triplets_v1,3,1,1,Luka Dončić,LAL,PTS,OVER,31.5,False,2,Cody Williams,UTA,PRA,UNDER,27.5,True,3,Brandon Miller,CHA,PTS,OVER,22.5,True,False
2026-03-01,daily_top6_under_else_top3_triplets_v1,3,1,2,Payton Pritchard,BOS,PRA,UNDER,20.5,True,3,Cason Wallace,OKC,PTS,UNDER,9.5,True,5,Bruce Brown,DEN,AST,UNDER,1.5,True,True
2026-03-02,daily_top6_under_else_top3_triplets_v1,3,1,1,Payton Pritchard,BOS,PTS,OVER,21.5,True,2,Brandin Podziemski,GSW,PTS,OVER,15.5,True,3,Kyle Filipowski,UTA,PRA,OVER,26.5,True,True
2026-03-03,daily_top6_under_else_top3_triplets_v1,3,1,1,Jeremiah Fears,NOP,PTS,UNDER,11.0,True,4,Cedric Coward,MEM,AST,UNDER,1.5,True,5,P.J. Washington,DAL,REB,UNDER,5.5,True,True
2026-03-04,daily_top6_under_else_top3_triplets_v1,4,1,1,Tyrese Maxey,PHI,PTS,UNDER,33.5,True,2,Jalen Johnson,ATL,RA,UNDER,17.5,True,3,Cason Wallace,OKC,PTS,UNDER,8.5,True,True
2026-03-04,daily_top6_under_else_top3_triplets_v1,4,2,1,Tyrese Maxey,PHI,PTS,UNDER,33.5,True,2,Jalen Johnson,ATL,RA,UNDER,17.5,True,5,Nikola Vučević,BOS,REB,UNDER,6.5,True,True
2026-03-04,daily_top6_under_else_top3_triplets_v1,4,3,1,Tyrese Maxey,PHI,PTS,UNDER,33.5,True,3,Cason Wallace,OKC,PTS,UNDER,8.5,True,5,Nikola Vučević,BOS,REB,UNDER,6.5,True,True
2026-03-04,daily_top6_under_else_top3_triplets_v1,4,4,2,Jalen Johnson,ATL,RA,UNDER,17.5,True,3,Cason Wallace,OKC,PTS,UNDER,8.5,True,5,Nikola Vučević,BOS,REB,UNDER,6.5,True,True
2026-03-05,daily_top6_under_else_top3_triplets_v1,3,1,1,Devin Booker,PHX,PTS,OVER,23.5,True,2,Luka Dončić,LAL,PRA,UNDER,48.5,True,3,Brandin Podziemski,GSW,PTS,OVER,15.5,True,True
2026-03-06,daily_top6_under_else_top3_triplets_v1,4,1,1,Cooper Flagg,DAL,PTS,UNDER,17.5,True,3,Oso Ighodaro,PHX,PRA,UNDER,21.5,True,4,Christian Braun,DEN,REB,UNDER,4.5,True,True
2026-03-06,daily_top6_under_else_top3_triplets_v1,4,2,1,Cooper Flagg,DAL,PTS,UNDER,17.5,True,3,Oso Ighodaro,PHX,PRA,UNDER,21.5,True,6,Victor Wembanyama,SAS,AST,UNDER,2.5,True,True
2026-03-06,daily_top6_under_else_top3_triplets_v1,4,3,1,Cooper Flagg,DAL,PTS,UNDER,17.5,True,4,Christian Braun,DEN,REB,UNDER,4.5,True,6,Victor Wembanyama,SAS,AST,UNDER,2.5,True,True
2026-03-06,daily_top6_under_else_top3_triplets_v1,4,4,3,Oso Ighodaro,PHX,PRA,UNDER,21.5,True,4,Christian Braun,DEN,REB,UNDER,4.5,True,6,Victor Wembanyama,SAS,AST,UNDER,2.5,True,True
2026-03-07,daily_top6_under_else_top3_triplets_v1,4,1,2,Ryan Rollins,MIL,PRA,UNDER,32.5,True,3,Isaiah Stewart,DET,REB,UNDER,5.5,True,5,Cedric Coward,MEM,AST,UNDER,1.5,True,True
2026-03-07,daily_top6_under_else_top3_triplets_v1,4,2,2,Ryan Rollins,MIL,PRA,UNDER,32.5,True,3,Isaiah Stewart,DET,REB,UNDER,5.5,True,6,Jaylin Williams,OKC,AST,UNDER,4.5,True,True
2026-03-07,daily_top6_under_else_top3_triplets_v1,4,3,2,Ryan Rollins,MIL,PRA,UNDER,32.5,True,5,Cedric Coward,MEM,AST,UNDER,1.5,True,6,Jaylin Williams,OKC,AST,UNDER,4.5,True,True
2026-03-07,daily_top6_under_else_top3_triplets_v1,4,4,3,Isaiah Stewart,DET,REB,UNDER,5.5,True,5,Cedric Coward,MEM,AST,UNDER,1.5,True,6,Jaylin Williams,OKC,AST,UNDER,4.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,1,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,2,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,3,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,4,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,5,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,6,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,7,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,8,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,9,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,10,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,11,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,12,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,13,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,14,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,15,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,16,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,17,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,18,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,19,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,20,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,1,1,Jamal Murray,DEN,PTS,UNDER,21.5,True,2,Brandin Podziemski,GSW,PRA,UNDER,30.5,True,4,Isaiah Joe,OKC,REB,UNDER,4.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,2,1,Jamal Murray,DEN,PTS,UNDER,21.5,True,2,Brandin Podziemski,GSW,PRA,UNDER,30.5,True,6,Evan Mobley,CLE,REB,UNDER,9.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,3,1,Jamal Murray,DEN,PTS,UNDER,21.5,True,4,Isaiah Joe,OKC,REB,UNDER,4.5,True,6,Evan Mobley,CLE,REB,UNDER,9.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,4,2,Brandin Podziemski,GSW,PRA,UNDER,30.5,True,4,Isaiah Joe,OKC,REB,UNDER,4.5,True,6,Evan Mobley,CLE,REB,UNDER,9.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,1,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,2,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,3,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,4,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,5,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,6,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,7,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,8,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,9,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,10,4,Khris Middleton,DAL,REB,UNDER,2.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-11,daily_top6_under_else_top3_triplets_v1,3,1,1,Isaiah Collier,UTA,PTS,UNDER,11.5,True,3,Reed Sheppard,HOU,PTS,UNDER,14.5,True,5,Anthony Edwards,MIN,REB,UNDER,5.5,True,True
2026-03-12,daily_top6_under_else_top3_triplets_v1,3,1,1,Josh Giddey,CHI,PTS,OVER,19.5,True,2,Jaylen Brown,BOS,PTS,OVER,27.5,True,3,Ryan Rollins,MIL,PRA,OVER,20.5,True,True
2026-03-13,daily_top6_under_else_top3_triplets_v1,3,1,1,Brice Sensabaugh,UTA,PTS,OVER,19.5,True,2,Andrew Nembhard,IND,PTS,UNDER,11.5,True,3,Khris Middleton,DAL,PRA,UNDER,15.5,True,True
2026-03-14,daily_top6_under_else_top3_triplets_v1,3,1,1,Bam Adebayo,MIA,PTS,UNDER,21.5,True,2,Luka Dončić,LAL,PTS,UNDER,31.5,True,6,De'Aaron Fox,SAS,AST,UNDER,6.5,True,True
2026-03-15,daily_top6_under_else_top3_triplets_v1,3,1,1,Nique Clifford,SAC,PRA,UNDER,27.5,True,2,VJ Edgecombe,PHI,PTS,UNDER,19.5,True,3,Isaiah Joe,OKC,PTS,OVER,6.5,True,True
